k,inertia,silhouette_score
2,102.31797382685713,0.29210488548583574
3,65.304617090384,0.3441774767828094
4,44.79824082705657,0.35064868196803156
5,34.99009446317518,0.3255576786757125
6,26.58925392101778,0.3415619462081077
7,22.22762840301386,0.3177903881197294
